Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Country,Program,Policy Type,Decision Authority,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Supplier,Primary Borrower,Primary Buyer,Primary Source of Repayment,Working Capital Delegaed Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Loan Interest Rate,First Claim Payment Date,Claim Paid Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Fiscal Year
09424561ST1003,424561,Approved,04/29/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Drill Pro International, Inc.",Unknown,"Drill Pro International, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$610437.87,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09424600ST0003,424600,Approved,03/09/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Unlaminated Plastics Film And Sheet (Except Packa,Short Term,Vish LLC,Unknown,Vish LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$1589245.14,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09424705ST0003,424705,Approved,03/17/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Curtain And Drapery Mills,Short Term,"Thortel Fireproof Fabrics, Inc.",Unknown,"Thortel Fireproof Fabrics, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$930.00,$0.00,$0.00,,,,$200000.00,$200000.00,$0.00,2010
09425013ST0003,425013,Approved,02/26/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Miscellaneous Electrical Equipment And,Short Term,"James Instruments, Inc.",Unknown,"James Instruments, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$567380.35,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09425042ST0003,425042,Approved,03/01/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Medical, Dental, And Hospital Equipment And Suppl",Short Term,Blockwise Engineering LLC,Unknown,Blockwise Engineering LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$426294.50,$0.00,$0.00,,,,$200000.00,$0.00,$0.00,2010
09425050ST0003,425050,Approved,02/12/2010,02/01/2010,02/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Building Equipment Contractors,Short Term,Pizzaovens Inc,Unknown,Pizzaovens Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$0.00,$0.00,$0.00,,,,$200000.00,$200000.00,$0.00,2010
09425055ST1003,425055,Approved,04/02/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Prefabricated Wood Building Manufacturing,Short Term,Stratford Building Corporation,Unknown,Stratford Building Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$0.00,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09425200ST0003,425200,Approved,03/29/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Other Commercial And Service Industry Machinery M,Short Term,RPS Corporation,"JPMorgan Chase Bank, N.A.",RPS Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$800000.00,$1763211.44,$0.00,$0.00,,,,$800000.00,$0.00,$0.00,2010
09425204ST0003,425204,Approved,02/24/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Other Measuring And Controlling Device Manufacturing,Short Term,Ludlum Measurements Inc,Unknown,Ludlum Measurements Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$600000.00,$1202288.57,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09425303ST1003,425303,Approved,04/01/2010,05/15/2010,05/15/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,"Medical, Dental, And Hospital Equipment And Suppl",Short Term,"OFT Enterprises, Inc.",Unknown,"OFT Enterprises, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09425362ST1003,425362,Approved,04/28/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Measuring And Dispensing Pump Manufacturing,Short Term,"National Instrument, LLC",Unknown,"National Instrument, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$350000.00,$0.00,$0.00,$0.00,,,,$350000.00,$0.00,$0.00,2010
09425615ST0003,425615,Approved,03/04/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ENV,Individual Delegated Authority,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,Argonide Corporation,Unknown,Argonide Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$75000.00,$104565.92,$0.00,$0.00,,,,$75000.00,$0.00,$0.00,2010
09425622ST0003,425622,Approved,03/10/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Engineering Services,Short Term,"Strategic Manufacturing Worldwide, Inc.",Unknown,"Strategic Manufacturing Worldwide, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$625.00,$625.00,$0.00,$0.00,,,,$625.00,$0.00,$0.00,2010
09425718ST0003,425718,Approved,01/29/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Coffee And Tea Manufacturing,Short Term,"R.C. Bigelow, Inc.",Unknown,"R.C. Bigelow, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$450000.00,$4637538.85,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
09425852ST0003,425852,Approved,03/18/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Tire Manufacturing (Except Retreading),Short Term,Denman Tire Corporation,Unknown,Denman Tire Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09425857ST1003,425857,Approved,07/06/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Electrical Apparatus And Equipment, Wiring Suppli",Short Term,"Riva Technologies, Inc. dba Joseph Electronics",First Bank & Trust,"Riva Technologies, Inc. dba Joseph Electronics",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09425974ST1003,425974,Approved,05/01/2010,05/01/2010,05/01/2011,N,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Conveyor And Conveying Equipment Manufacturing,Short Term,"Motan, Inc.",Unknown,"Motan, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$21592.50,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09426104ST0002,426104,Approved,10/08/2009,03/01/2009,03/01/2010,N,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Broadwoven Fabric Mills,Short Term,Darman Manufacturing,Unknown,Darman Manufacturing,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$0.00,$0.00,$0.00,,,,$100000.00,$100000.00,$0.00,2010
09426104ST0003,426104,Approved,02/23/2010,03/01/2010,03/01/2011,N,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Broadwoven Fabric Mills,Short Term,Darman Manufacturing,Unknown,Darman Manufacturing,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$0.00,$0.00,$0.00,,,,$100000.00,$100000.00,$0.00,2010
09426529ST1003,426529,Approved,04/16/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,Cimline Incorporated,Unknown,Cimline Incorporated,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$279812.77,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09426538ST1003,426538,Approved,05/24/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Home Centers,Short Term,"Commercial Thermal Solutions, Inc.",Unknown,"Commercial Thermal Solutions, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$0.00,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09426567ST0003,426567,Approved,03/05/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Transportation Equipment And Supplies (Except Mot,Short Term,"Falcon Dynamics, Inc.",Unknown,"Falcon Dynamics, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$4954164.49,$0.00,$0.00,,01/28/2011,$288865.07,$1000000.00,$1000000.00,$0.00,2010
09426592ST1003,426592,Approved,05/19/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Instruments And Related Products Manufacturing Fo,Short Term,Murray Equipment Inc,Unknown,Murray Equipment Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$1895547.62,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09426617ST0003,426617,Approved,03/24/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Industrial And Personal Service Paper Merchant Wh,Short Term,Piedmont Paper Company,Unknown,Piedmont Paper Company,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$1401213.40,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09426618ST1003,426618,Approved,05/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Food (Health) Supplement Stores,Short Term,"Hi Foods, LLC",Unknown,"Hi Foods, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$50000.00,$0.00,$0.00,$0.00,,,,$50000.00,$0.00,$0.00,2010
09426712ST0003,426712,Approved,03/24/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Poultry And Poultry Product Merchant Wholesalers,Short Term,"Mercator, Inc.",Unknown,"Mercator, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09426745ST1003,426745,Approved,03/31/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Basic Inorganic Chemical Manufacturing,Short Term,"IGC Technologies, LLC",Marshall & Ilsley Corporation,"IGC Technologies, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$2424078.72,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09426771ST1003,426771,Approved,05/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Miscellaneous Manufacturing,Short Term,Cuora Corporation/dba/Sequoia Spa Shelters,Unknown,Cuora Corporation/dba/Sequoia Spa Shelters,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$0.00,$0.00,$0.00,,,,$200000.00,$0.00,$0.00,2010
09426871ST1003,426871,Approved,04/01/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Tire Dealers,Short Term,Neal Tindol Tire,Unknown,Neal Tindol Tire,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$0.00,$0.00,$0.00,,,,$200000.00,$0.00,$0.00,2010
09426882ST1003,426882,Approved,04/16/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Miscellaneous Nondurable Goods Merchant Who,Short Term,Intertec Inc,Unknown,Intertec Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$33314.00,$0.00,$0.00,,,,$100000.00,$0.00,$0.00,2010
09426907ST1003,426907,Approved,04/05/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Support Activities For Air Transportation,Short Term,Texas Air Services Inc.,Regions Bank,Texas Air Services Inc.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$970323.18,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09426956ST0003,426956,Approved,03/23/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Analytical Laboratory Instrument Manufacturing,Short Term,Emissions Methods Inc. dba Webber EMI,Unknown,Emissions Methods Inc. dba Webber EMI,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$600000.00,$0.00,$0.00,$0.00,,,,$600000.00,$0.00,$0.00,2010
09427015ST0003,427015,Approved,02/26/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Instrument Manufacturing For Measuring And Testing Electricity and Electric,Short Term,Radian Research Inc,Unknown,Radian Research Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$6173628.77,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09427308ST0003,427308,Approved,03/22/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Wineries,Short Term,"Cecchetti Wine Company, Inc./dba/Redtree/dba/Line 39",Unknown,"Cecchetti Wine Company, Inc./dba/Redtree/dba/Line 39",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$261688.30,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09427312ST0003,427312,Approved,02/04/2010,03/01/2010,03/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Oil And Gas Field Machinery And Equipment Manufac,Short Term,Winger Machine & Tool,Unknown,Winger Machine & Tool,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$226180.98,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09427387ST1004,427387,Approved,07/15/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Farm Machinery And Equipment Manufacturing,Short Term,Kelley Manufacturing Co.,Synovus Bank/D/B/A/First Community Bank of Tifton,Kelley Manufacturing Co.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1500000.00,$1858020.37,$0.00,$0.00,,04/11/2012,$714766.57,$1500000.00,$0.00,$0.00,2010
09427509ST0003,427509,Approved,03/02/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Upholstered Household Furniture Manufacturing,Short Term,"C. R. Laine Furniture Company, Inc.",Unknown,"C. R. Laine Furniture Company, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$175876.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09427522ST1003,427522,Approved,04/01/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENV,Individual Delegated Authority,All Other Miscellaneous Chemical Product And Prep,Short Term,"Linabond, Inc.",Unknown,"Linabond, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$0.00,$0.00,$0.00,,,,$100000.00,$0.00,$0.00,2010
09427604ST1003,427604,Approved,06/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Metal Window And Door Manufacturing,Short Term,Trujillo Alto Metal Corporation,Unknown,Trujillo Alto Metal Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$0.00,$0.00,$0.00,,,,$300000.00,$0.00,$300000.00,2010
09428043ST1003,428043,Approved,05/27/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Metal Window And Door Manufacturing,Short Term,Air Master Awning Inc,Unknown,Air Master Awning Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$800000.00,$1675236.07,$0.00,$0.00,,,,$800000.00,$0.00,$800000.00,2010
09428053ST1003,428053,Approved,05/18/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Transportation Equipment And Supplies (Except Mot,Short Term,"Aerolyusa, Inc.","JPMorgan Chase Bank, N.A. (Melville, N.Y.)","Aerolyusa, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$3500000.00,$6907205.51,$0.00,$0.00,,,,$3500000.00,$0.00,$0.00,2010
09428136ST1003,428136,Approved,07/21/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,General Line Grocery Merchant Wholesalers,Short Term,"General Groceries USA, Inc.",Unknown,"General Groceries USA, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09428552ST1003,428552,Approved,04/16/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Aircraft Parts And Auxiliary Equipment Manu,Short Term,"Approved Aeronautics, LLC",Unknown,"Approved Aeronautics, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$19592.36,$0.00,$0.00,,,,$100000.00,$0.00,$0.00,2010
09428577ST1003,428577,Approved,04/20/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Fabricated Structural Metal Manufacturing,Short Term,Lindsey Manufacturing Co.,California United Bank,Lindsey Manufacturing Co.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$5000000.00,$5261313.35,$0.00,$0.00,,,,$5000000.00,$0.00,$0.00,2010
09428577ST1004,428577,Approved,09/29/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Fabricated Structural Metal Manufacturing,Short Term,Lindsey Manufacturing Co.,California United Bank,Lindsey Manufacturing Co.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$12000000.00,$2991968.85,$0.00,$0.00,,,$0.00,$12000000.00,$0.00,$0.00,2010
09428704ST1003,428704,Approved,04/29/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Farm Machinery And Equipment Manufacturing,Short Term,"Hillco Technologies, Inc.",Unknown,"Hillco Technologies, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$350000.00,$0.00,$0.00,$0.00,,,,$350000.00,$350000.00,$0.00,2010
09428735ST1003,428735,Approved,07/18/2010,06/01/2010,06/01/2011,N,Various - Insurance,Insurance,ENV,Individual Delegated Authority,Testing Laboratories,Short Term,"New Age/Landmark, Inc.",Unknown,"New Age/Landmark, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$0.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09429308ST1003,429308,Approved,04/20/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Power, Distribution, And Specialty Transformer Ma",Short Term,"Sunbelt Transformer, Ltd",Unknown,"Sunbelt Transformer, Ltd",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$0.00,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09429386ST1003,429386,Approved,04/19/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Cutting Tool And Machine Tool Accessory Manufactu,Short Term,"Chipblaster, Inc",Pennsylvania Department of Community and Economic Development,"Chipblaster, Inc",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$993808.83,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09429389ST1003,429389,Approved,05/28/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Tire Retreading,Short Term,"Shamrock Marketing, Inc.",Unknown,"Shamrock Marketing, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$599672.01,$0.00,$0.00,,,,$500000.00,$500000.00,$0.00,2010
09429395ST1003,429395,Approved,06/30/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Miscellaneous Manufacturing,Short Term,"Dura-tite Systems, LLC",Unknown,"Dura-tite Systems, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$0.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09429432ST1003,429432,Approved,04/30/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Other Professional Equipment And Supplies Merchan,Short Term,"PTS, Professional Technical Services, Inc. dba EST Analytical",Unknown,"PTS, Professional Technical Services, Inc. dba EST Analytical",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$0.00,$0.00,$0.00,,,,$200000.00,$0.00,$0.00,2010
09429437ST1003,429437,Approved,05/01/2010,05/20/2010,05/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,"Lumber, Plywood, Millwork, And Wood Panel Merchan",Short Term,"Lumber Specialists, Inc.",Unknown,"Lumber Specialists, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$47351.62,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09429608ST1003,429608,Approved,05/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Fabricated Structural Metal Manufacturing,Short Term,"Rollamatic Roofs, Inc.",Unknown,"Rollamatic Roofs, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$75526.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09429647MT0002,429647,Approved,11/09/2009,08/01/2008,12/31/2009,Y,Honduras,Insurance,MTR,Individual Delegated Authority,Air-Conditioning And Warm Air Heating Equipment And Refrigeration Equipment,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"Herman Miller, Inc.","Herman Miller, Inc.","Industrias Tristicas de Honduras, S. de R.L. (INTUR)","Industrias Tristicas de Honduras, S. de R.L. (INTUR)","Donas Internacionales, S.A. de C.V.",No,$460275.00,$414849.16,$0.00,$103896.24,,,,$92975.55,$0.00,$0.00,2010
09429711ST1003,429711,Approved,04/05/2010,05/10/2010,05/10/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Industrial Process Furnace And Oven Manufacturing,Short Term,"HH Technologies, Inc.",Unknown,"HH Technologies, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$0.00,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09429739ST1003,429739,Approved,04/13/2010,05/01/2010,05/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Other Construction Material Merchant Wholesalers,Short Term,"Fabritrak Systems, Inc",Unknown,"Fabritrak Systems, Inc",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$517643.85,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09429748ST1003,429748,Approved,08/04/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Drugs And Druggists' Sundries Merchant Wholesaler,Short Term,"Oxyfresh.com, Inc.",Zions Bank,"Oxyfresh.com, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$78454.83,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09429755ST0003,429755,Approved,03/25/2010,04/01/2010,04/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Berry (Except Strawberry) Farming,Short Term,"Country Ovens, Ltd",Unknown,"Country Ovens, Ltd",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$73704.84,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09429765ST1003,429765,Approved,06/04/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Sawmills,Short Term,Idaho Veneer Company,Unknown,Idaho Veneer Company,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$488099.19,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09429949ST1003,429949,Approved,05/17/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Cutting Tool And Machine Tool Accessory Manufactu,Short Term,Bit Brokers International Ltd,Unknown,Bit Brokers International Ltd,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$137094.78,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09430019ST1003,430019,Approved,06/27/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Miscellaneous General Purpose Machinery Manufacturing,Short Term,"Sebright Products, Inc.","Fifth Third Bank, The","Sebright Products, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09430125ST1003,430125,Approved,04/21/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Prepress Services,Short Term,Southern Lithoplate Inc.,Unknown,Southern Lithoplate Inc.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$25397.20,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09430163ST1003,430163,Approved,06/30/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Commercial And Institutional Building Constructio,Short Term,"Hog Slat, Incorporated",Unknown,"Hog Slat, Incorporated",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09430246ST1003,430246,Approved,06/25/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Dairy Product (Except Dried Or Canned) Merchant W,Short Term,"Good Source Solutions, Inc.",Unknown,"Good Source Solutions, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$1656411.03,$0.00,$0.00,,,,$500000.00,$0.00,$500000.00,2010
09430315ST1003,430315,Approved,05/11/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Softwood Veneer And Plywood Manufacturing,Short Term,McShan Lumber Company Inc.,Unknown,McShan Lumber Company Inc.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$55125.88,$0.00,$0.00,,10/14/2011,$40000.00,$500000.00,$0.00,$0.00,2010
09430438ST1003,430438,Approved,07/23/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Miscellaneous Nondurable Goods Merchant Who,Short Term,"Gunler, Inc.",Unknown,"Gunler, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$450000.00,$0.00,$0.00,$0.00,,,,$450000.00,$0.00,$450000.00,2010
09430828ST0002,430828,Approved,10/06/2009,10/01/2009,10/01/2010,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Information Services,Short Term,"ImageWare Systems, Inc.",Unknown,"ImageWare Systems, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$0.00,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
